t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_uT,my_uT,mz_uT
383.473,-0.172058,-0.019165,-0.990723,-2.305344,1.015267,-0.992366,103.650002,94.350006,-70.650002
383.478,-0.173035,-0.019775,-0.985779,-2.29771,1.076336,-0.832061,0,0,0
383.483,-0.173401,-0.020142,-0.984924,-2.320611,1.290076,-0.801527,104.550003,94.050003,-69.75
383.488,-0.170593,-0.020813,-0.99115,-2.312977,1.358779,-0.80916,0,0,0
383.493,-0.169983,-0.02002,-0.990356,-2.358779,1.572519,-0.89313,104.550003,93.75,-70.950005
383.498,-0.168213,-0.020996,-0.991699,-2.320611,1.687023,-0.89313,0,0,0
383.503,-0.169373,-0.02124,-0.989441,-2.320611,1.648855,-0.992366,105.300003,93,-72
383.508,-0.166931,-0.020264,-0.993286,-2.282443,1.480916,-0.961832,0,0,0
383.513,-0.166016,-0.019958,-0.992126,-2.290076,1.381679,-0.923664,104.250008,94.650002,-70.050003
383.518,-0.164856,-0.021851,-0.991333,-2.312977,1.374046,-0.961832,0,0,0
383.523,-0.167847,-0.02002,-0.991455,-2.29771,1.175573,-0.923664,105.150002,94.050003,-70.050003
383.528,-0.169128,-0.019836,-0.991028,-2.251908,1.053435,-1.030534,0,0,0
383.533,-0.168701,-0.019958,-0.990051,-2.274809,1.122137,-0.931298,105.000008,94.5,-70.800003
383.538,-0.170959,-0.020447,-0.992249,-2.19084,1.091603,-0.938931,0,0,0
383.543,-0.172485,-0.019531,-0.98822,-2.198473,1.221374,-0.992366,104.700005,93,-69.600006
383.548,-0.171143,-0.019958,-0.988037,-2.183206,1.381679,-1.045802,0,0,0
383.553,-0.168945,-0.020447,-0.992004,-2.259542,1.458015,-0.954198,104.100006,93.600006,-70.800003
383.558,-0.1698,-0.020996,-0.992798,-2.282443,1.59542,-0.923664,0,0,0
383.563,-0.167419,-0.020996,-0.99353,-2.282443,1.51145,-0.923664,104.100006,94.200005,-69.600006
383.568,-0.16748,-0.021118,-0.992126,-2.29771,1.503817,-0.969466,0,0,0
383.573,-0.167114,-0.02301,-0.996155,-2.244275,1.389313,-0.938931,105.150002,94.350006,-70.350006
383.579,-0.16748,-0.01947,-0.991821,-2.305344,1.389313,-1,0,0,0
383.584,-0.167114,-0.021057,-0.989624,-2.305344,1.229008,-0.916031,103.800003,94.200005,-69.900002
383.588,-0.166809,-0.020386,-0.992493,-2.374046,1.160305,-0.908397,0,0,0
383.594,-0.169312,-0.021729,-0.990845,-2.358779,1.160305,-0.908397,104.550003,93.450005,-70.950005
383.598,-0.170349,-0.021301,-0.992493,-2.328244,1.152672,-0.80916,0,0,0
383.603,-0.168884,-0.01947,-0.989563,-2.343511,1.160305,-0.908397,105.150002,94.350006,-70.950005
383.608,-0.169678,-0.019897,-0.989014,-2.259542,1.335878,-0.870229,0,0,0
383.613,-0.170837,-0.020691,-0.983948,-2.167939,1.442748,-0.931298,105.000008,93.600006,-69.900002
383.618,-0.166992,-0.022339,-0.979004,-2.038168,1.648855,-0.961832,0,0,0
383.623,-0.16571,-0.021545,-0.98053,-2.022901,1.801527,-0.961832,104.250008,93.150002,-70.650002
383.628,-0.166626,-0.020569,-0.972717,-2.015267,1.740458,-1.10687,0,0,0
383.633,-0.166626,-0.016907,-0.960266,-1.80916,1.755725,-1.160305,105.000008,93.300003,-69.900002
383.638,-0.165894,-0.014099,-0.94635,-1.549618,1.854962,-1.19084,0,0,0
383.643,-0.164429,-0.009216,-0.931274,-1.145038,1.938931,-1.206107,104.550003,93.75,-70.050003
383.648,-0.168884,-0.015991,-0.940491,-0.694656,2.290076,-1.358779,0,0,0
383.653,-0.182007,-0.036621,-1.003662,-0.503817,2.984733,-1.274809,104.400002,93.600006,-70.200005
383.658,-0.190063,-0.055054,-1.090942,-1.770992,3.80916,-0.450382,0,0,0
383.663,-0.177734,-0.054993,-1.122803,-4.091603,4.160306,0.221374,105.150002,94.350006,-71.550003
383.668,-0.161377,-0.029419,-1.099731,-5.923664,3.389313,0.221374,0,0,0
383.673,-0.153503,0.000488,-1.052734,-6.244275,1.755725,-0.045802,103.800003,93.900002,-71.100006
383.678,-0.149414,0.016663,-1.005737,-4.839694,-0.244275,-0.580153,0,0,0
383.684,-0.152222,0.012329,-0.964111,-2.320611,-1.748092,-1.160305,104.550003,94.050003,-70.950005
383.688,-0.159729,6.1e-05,-0.934753,-0.038168,-2.48855,-1.717557,0,0,0
383.693,-0.165588,-0.017334,-0.922729,1.572519,-2.198473,-2.21374,103.800003,93.900002,-70.200005
383.698,-0.17511,-0.033264,-0.928833,2.038168,-1.152672,-2.251908,0,0,0
383.704,-0.184326,-0.051147,-0.956909,1.167939,0.175573,-1.801527,105.600006,94.5,-70.5
383.708,-0.187317,-0.06134,-0.988892,-0.992366,1.625954,-1.061069,0,0,0
383.713,-0.181946,-0.050903,-1.007263,-3.80916,2.648855,-0.312977,104.100006,93.900002,-70.5
383.718,-0.174011,-0.028625,-1.012329,-6.198473,3,-0.007634,0,0,0
383.723,-0.169067,0.000244,-0.997925,-6.954198,2.870229,0.068702,104.400002,94.200005,-69.600006
383.728,-0.123596,0.048767,-0.803894,-5.633588,2.351145,-0.152672,0,0,0
383.733,-0.103394,0.080688,-0.715576,-0.076336,0.870229,-1.984733,104.400002,93.900002,-69.600006
383.738,-0.241333,-0.067993,-1.187256,4.534351,2.244275,-3.29771,0,0,0
383.743,-0.26709,-0.192017,-1.468567,0.496183,3.442748,0.328244,104.400002,94.5,-69.300003
383.748,-0.138123,-0.047668,-1.016846,-6.656488,4.70229,2.793893,104.400002,93.900002,-70.5
383.753,-0.078796,0.069519,-0.727173,-7.931298,2.206107,0.59542,0,0,0
383.758,-0.159912,0.029541,-0.936707,-3.450382,-0.007634,-2.610687,105.750008,93.450005,-71.25
383.763,-0.242004,-0.058899,-1.225586,-1.931298,-1.129771,-1.641221,0,0,0
383.768,-0.173401,-0.016235,-1.016296,-3.725191,0.374046,1.076336,105.150002,94.050003,-70.950005
383.773,-0.107544,0.043213,-0.794128,-2.374046,1.167939,0.175573,0,0,0
383.778,-0.146057,0.009827,-0.880127,1.412214,-0.007634,-2.473282,104.700005,93.600006,-71.400002
383.783,-0.205505,-0.052124,-1.046631,2.961832,0.053435,-3.351145,0,0,0
383.789,-0.199402,-0.062012,-1.036316,0.984733,1.412214,-1.587786,105.300003,93.300003,-71.100006
383.793,-0.178162,-0.058167,-1.017029,-1.992366,2.854962,-0.167939,0,0,0
383.799,-0.179382,-0.054626,-1.055176,-4.954198,3.351145,0.099237,104.550003,94.050003,-70.950005
383.803,-0.155945,-0.013123,-0.985352,-6.793893,3,0,0,0,0
383.808,-0.133606,0.037537,-0.883728,-5.59542,2.748092,-0.839695,105.000008,93.600006,-70.800003
383.813,-0.156433,0.020264,-0.952637,-2.183206,1.80916,-1.381679,0,0,0
383.819,-0.179565,-0.031982,-1.068359,0.251908,1.48855,-0.870229,104.100006,93.600006,-72
383.824,-0.161133,-0.046265,-1.029663,-0.068702,1.51145,-0.343511,0,0,0
383.829,-0.176514,-0.023193,-0.987,-2.045802,-0.427481,-1.877863,104.850006,94.050003,-70.950005
383.833,-0.176514,-0.023193,-0.987,-2.045802,-0.427481,-1.877863,0,0,0
383.838,-0.185852,-0.014343,-0.983154,-2.603053,-0.221374,-1.671756,104.400002,94.800003,-70.5
383.844,-0.180969,-0.013855,-0.982971,-2.564885,0.679389,-0.694656,0,0,0
383.848,-0.17572,-0.028931,-1.010193,-2.633588,1.51145,-0.221374,104.400002,94.200005,-70.800003
383.853,-0.161804,-0.018799,-0.968872,-2.396947,2.557252,-0.633588,0,0,0
383.858,-0.105835,0.05072,-0.738281,-0.755725,2.129771,-1.755725,105.150002,94.050003,-70.350006
383.863,-0.168518,0.017456,-0.872986,3.305344,2.885496,-3.557252,0,0,0
383.868,-0.242493,-0.107849,-1.233215,3.496183,3.458015,-1.656489,103.200005,93.300003,-70.5
383.873,-0.200195,-0.124573,-1.232361,-1.251908,5.564886,1.557252,0,0,0
383.878,-0.125366,-0.029358,-0.966248,-6.564886,4.694656,1.839695,102.900002,93.300003,-70.200005
383.883,-0.134705,0.00824,-0.957947,-6.870229,2.282443,-0.625954,0,0,0
383.888,-0.200012,-0.020264,-1.144897,-5.587786,0.175573,-1.717557,103.350006,93.450005,-70.350006
383.893,-0.195007,-0.0177,-1.142273,-5.839694,-0.129771,-0.152672,0,0,0
383.898,-0.156128,0.005005,-1.02417,-5.473282,-0.015267,0.870229,103.650002,93.150002,-71.550003
383.903,-0.114807,0.034973,-0.850159,-3.351145,-1.473282,-0.251908,0,0,0
383.908,-0.121765,0.044861,-0.770874,1.175573,-2.70229,-2.801527,104.400002,94.5,-70.800003
383.913,-0.171143,0.002258,-0.85968,5.099236,-3.076336,-4.244275,0,0,0
383.918,-0.219788,-0.07782,-1.028137,5.664122,-1.503817,-3.274809,104.250008,93.450005,-71.25
383.923,-0.221375,-0.106567,-1.082336,2.007634,1.290076,-1.114504,0,0,0
383.928,-0.178345,-0.072693,-0.995728,-3.19084,3.526718,0.320611,104.850006,92.550003,-70.650002
383.933,-0.163452,-0.027466,-0.951843,-6.320611,4.21374,-0.10687,0,0,0
383.938,-0.170837,-0.004028,-0.979492,-7.099236,4.091603,-0.549618,104.100006,93.300003,-69.900002
383.943,-0.176575,-0.000671,-1.028076,-6.374046,4.480916,-0.19084,0,0,0
383.948,-0.161133,-0.004089,-1.034424,-5.419847,4.259542,0.503817,103.650002,93.75,-70.950005
383.953,-0.136475,0.009766,-0.977844,-3.839695,3.458015,0.229008,0,0,0
383.958,-0.136963,0.013245,-0.950928,-1.648855,1.916031,-1.053435,103.800003,93.600006,-70.800003
383.964,-0.160461,-0.014343,-0.993103,0.458015,0.305344,-1.969466,0,0,0
383.968,-0.174561,-0.036499,-1.015076,1.068702,-0.374046,-1.931298,105.150002,94.050003,-69.75
383.973,-0.181274,-0.054932,-1.037842,-0.007634,-0.549618,-1.328244,0,0,0
383.978,-0.184631,-0.057068,-1.050171,-2.183206,-0.236641,-0.648855,104.100006,92.700005,-71.100006
383.983,-0.174561,-0.028564,-0.995483,-4.442748,0.10687,-0.496183,0,0,0
383.988,-0.164856,0.007935,-0.942627,-4.824428,0.458015,-0.969466,104.700005,93,-72
383.993,-0.17041,0.015686,-0.930298,-3.458015,0.725191,-1.236641,0,0,0
383.998,-0.114807,0.055969,-0.735046,-0.480916,0.70229,-1.442748,104.550003,94.050003,-69.75
384.003,-0.159851,0.024963,-0.833984,4.51145,1.48855,-2.977099,0,0,0
384.008,-0.249512,-0.119568,-1.224976,5.251908,3.183206,-1.89313,104.700005,93.900002,-70.800003
384.013,-0.202759,-0.135498,-1.218201,-0.259542,5.328244,1.038168,0,0,0
384.018,-0.124451,-0.024292,-0.924255,-5.763359,5.641222,1.137405,104.250008,94.050003,-71.550003
384.023,-0.141968,0.00531,-0.950134,-6.458015,3.801527,-0.984733,0,0,0
384.028,-0.218018,-0.05719,-1.227783,-5.839694,2.419847,-1.251908,104.700005,94.200005,-70.800003
384.033,-0.195312,-0.042297,-1.191833,-8.274809,1.694656,1.122137,0,0,0
384.038,-0.126526,0.031006,-0.953369,-8.641221,1.274809,1.755725,103.650002,93.150002,-70.950005
384.043,-0.108398,0.06073,-0.850647,-4.954198,-1.061069,-0.091603,105.150002,93.450005,-71.550003
384.048,-0.146301,0.029907,-0.897156,0.267176,-3.030534,-2.389313,0,0,0
384.053,-0.173523,-0.00647,-0.928345,3.526718,-3.076336,-2.931298,106.200005,93,-70.800003
384.058,-0.181335,-0.044128,-0.958313,4.259542,-2.236641,-2.274809,0,0,0
384.063,-0.190674,-0.070435,-0.995239,2.885496,-0.549618,-1.671756,105.000008,93.300003,-71.100006
384.068,-0.185791,-0.068848,-0.979126,-0.312977,0.793893,-1.183206,0,0,0
384.073,-0.176147,-0.041443,-0.944824,-3.167939,2.007634,-0.969466,103.500008,93.300003,-70.5
384.078,-0.180359,-0.020325,-0.960022,-4.900764,3.038168,-0.748092,0,0,0
384.083,-0.188965,-0.027893,-1.043884,-5.526718,4.167939,-0.221374,104.850006,92.550003,-70.950005
384.088,-0.170715,-0.020935,-1.039795,-6.160306,5.061069,0.603053,0,0,0
384.093,-0.139954,0.00647,-0.97345,-5.61832,4.755725,0.503817,103.950005,94.350006,-70.350006
384.098,-0.136902,0.016785,-0.963806,-3.48855,3.419847,-0.717557,0,0,0
384.103,-0.153687,-0.002197,-0.996216,-1.129771,1.648855,-1.580153,104.850006,93.450005,-70.650002
384.108,-0.163208,-0.021973,-1.007568,0.465649,0.351145,-1.641221,0,0,0
384.113,-0.175598,-0.045349,-1.035339,0.557252,-0.473282,-1.328244,104.550003,93.150002,-70.650002
384.118,-0.1828,-0.055115,-1.048035,-1.038168,-0.687023,-1.038168,0,0,0
384.123,-0.167786,-0.031372,-0.974121,-2.923664,-0.442748,-0.80916,104.550003,93.150002,-71.25
384.128,-0.106201,0.056091,-0.699646,-2.473282,-1.122137,-1.381679,0,0,0
384.133,-0.165283,0.0448,-0.815125,2.229008,-0.145038,-3.10687,105.300003,93.900002,-70.800003
384.138,-0.266785,-0.105591,-1.244202,3.045802,1.519084,-1.320611,0,0,0
384.143,-0.209229,-0.114868,-1.192444,-1.381679,4.10687,2.038168,105.450005,92.850006,-70.350006
384.148,-0.12146,-0.001282,-0.87323,-5.496183,4.954198,1.854962,0,0,0
384.153,-0.137512,0.014587,-0.893555,-4.946565,3.778626,-0.877863,104.550003,93.75,-71.25
384.158,-0.226257,-0.072083,-1.227417,-3.564885,2.641221,-1.916031,0,0,0
384.163,-0.209106,-0.065063,-1.222839,-6.503817,2.374046,0.435115,104.700005,92.700005,-72
384.168,-0.136963,0.012146,-0.979492,-7.931298,3.022901,1.40458,0,0,0
384.173,-0.115356,0.041321,-0.885742,-5.290076,1.068702,-0.053435,103.800003,92.700005,-71.700005
384.178,-0.146545,0.011475,-0.944031,-0.931298,-1.045802,-1.984733,0,0,0
384.183,-0.163025,-0.007324,-0.949585,1.572519,-1.778626,-2.29771,104.550003,93.450005,-70.050003
384.188,-0.160156,-0.026001,-0.930786,2.465649,-1.877863,-1.656489,0,0,0
384.193,-0.175293,-0.052551,-0.981995,1.732824,-1.633588,-1.549618,104.850006,93.75,-70.350006
384.198,-0.17865,-0.053589,-0.967407,-0.770992,-1.099237,-1.175573,0,0,0
384.203,-0.170898,-0.031067,-0.921448,-3.045802,-0.312977,-0.931298,104.550003,92.850006,-70.950005
384.208,-0.181274,-0.019043,-0.936523,-4,0.519084,-0.969466,0,0,0
384.213,-0.197632,-0.029724,-1.02948,-4.038168,2.076336,-0.656489,105.150002,93.75,-70.350006
384.218,-0.186462,-0.029907,-1.044128,-4.732824,3.78626,0.21374,0,0,0
384.223,-0.154846,-0.00177,-0.977478,-4.732824,4.870229,0.229008,105.000008,92.700005,-69.900002
384.228,-0.148193,0.006531,-0.965515,-3.29771,4.641222,-0.70229,0,0,0
384.233,-0.161133,-0.010498,-1.015137,-1.610687,3.908397,-1.358779,105.150002,93.150002,-71.25
384.238,-0.156555,-0.020813,-1.016602,-0.625954,3.007634,-1.259542,0,0,0
384.243,-0.157166,-0.033081,-1.029053,-0.641221,1.725191,-1.068702,103.650002,93.75,-72.450005
384.248,-0.165466,-0.046143,-1.049316,-1.496183,0.557252,-0.916031,0,0,0
384.253,-0.161194,-0.03009,-1.00647,-3.061069,-0.534351,-0.832061,104.700005,93.300003,-71.100006
384.258,-0.127563,0.02356,-0.818481,-3.19084,-1.603053,-1.251908,0,0,0
384.263,-0.123291,0.057251,-0.742249,0.122137,-3,-2.748092,103.200005,93.300003,-71.400002
384.268,-0.238159,-0.040955,-1.072693,3.236641,-1.160305,-3.610687,0,0,0
384.273,-0.259277,-0.126648,-1.245422,0.648855,1.114504,-0.526718,104.550003,94.050003,-70.950005
384.278,-0.166077,-0.039429,-0.980957,-3.725191,4.259542,1.480916,0,0,0
384.283,-0.125977,0.021179,-0.841797,-5.267176,4.427481,0.099237,104.550003,93.75,-70.950005
384.288,-0.189148,-0.029297,-1.066162,-3.290076,4.290076,-1.885496,0,0,0
384.293,-0.227417,-0.078003,-1.253357,-4.290076,3.862595,-0.687023,104.100006,93,-70.200005
384.298,-0.157898,-0.023743,-1.067139,-7.015267,4.526718,1.328244,0,0,0
384.303,-0.105286,0.031738,-0.899719,-6.068702,3.778626,0.587786,104.100006,93.600006,-71.100006
384.308,-0.124939,0.020508,-0.927124,-2.580153,0.900763,-1.312977,0,0,0
384.314,-0.154602,-0.004944,-0.97168,0.282443,-1.129771,-2.183206,102.900002,93.900002,-70.800003
384.318,-0.150208,-0.014709,-0.938171,1.083969,-2.48855,-1.503817,0,0,0
384.323,-0.162659,-0.038452,-0.966614,0.946565,-3.076336,-1.19084,103.950005,93.75,-70.350006
384.329,-0.18634,-0.054321,-0.999817,-0.748092,-3.038168,-1.137405,105.150002,93.150002,-70.650002
384.333,-0.184753,-0.038574,-0.959106,-2.938931,-2.274809,-0.885496,0,0,0
384.338,-0.182617,-0.011475,-0.924744,-4.022901,-0.763359,-1.015267,104.250008,93.450005,-69.450005
384.343,-0.198914,-0.013611,-0.979675,-3.641221,1.145038,-1.114504,0,0,0
384.348,-0.206421,-0.030457,-1.052185,-3.305344,3.526718,-0.412214,104.400002,93.600006,-70.800003
384.353,-0.171448,-0.020508,-1.00885,-3.59542,5.435114,0.244275,0,0,0
384.358,-0.143982,-0.000244,-0.956726,-2.931298,5.992366,-0.358779,104.550003,93.150002,-70.350006
384.363,-0.152832,-0.010437,-0.997986,-1.854962,5.160306,-1.328244,0,0,0
384.368,-0.156433,-0.026245,-1.023132,-1.274809,4.091603,-1.358779,103.800003,93.300003,-70.200005
384.373,-0.14624,-0.026917,-1.000427,-1.274809,2.740458,-0.89313,0,0,0
384.378,-0.155518,-0.041443,-1.040283,-1.748092,1.122137,-0.78626,104.250008,93.450005,-70.350006
384.383,-0.160461,-0.037476,-1.039856,-2.839695,-0.40458,-0.687023,0,0,0
384.388,-0.155151,-0.010803,-0.966003,-3.625954,-1.78626,-0.877863,104.550003,93.450005,-70.050003
384.393,-0.168396,0.002686,-0.946655,-3.091603,-2.694656,-1.244275,0,0,0
384.398,-0.140015,0.037842,-0.793518,-1.465649,-3.076336,-1.564885,103.650002,94.350006,-70.650002
384.404,-0.1651,0.024963,-0.816467,2.366412,-2.129771,-2.801527,0,0,0
384.408,-0.25647,-0.083191,-1.140808,3.80916,0.389313,-2.671756,103.650002,93.450005,-70.950005
384.414,-0.237122,-0.121765,-1.200378,0,3.748092,0.129771,0,0,0
384.418,-0.152222,-0.02771,-0.943359,-4.70229,6.694656,0.977099,103.950005,94.350006,-71.25
384.423,-0.142273,0.00238,-0.920532,-5.396946,6.725191,-0.564885,0,0,0
384.428,-0.207153,-0.059387,-1.195129,-4.610687,6.206107,-1.328244,106.050003,92.850006,-70.350006
384.433,-0.190002,-0.063049,-1.220703,-7.29771,5.251908,0.709924,0,0,0
384.438,-0.115112,0.01825,-0.980774,-8.641221,4.435114,1.526718,104.850006,93.75,-70.950005
384.443,-0.090637,0.059021,-0.861633,-5.832061,1.259542,-0.137405,0,0,0
384.448,-0.125183,0.029419,-0.912598,-0.89313,-2.335878,-2.137405,103.950005,93.450005,-70.650002
384.453,-0.15332,0.000549,-0.93396,2.48855,-4.076336,-2.549618,0,0,0
384.458,-0.165894,-0.032593,-0.939819,3.580153,-4.832061,-1.984733,104.550003,93.75,-71.25
384.463,-0.187561,-0.061768,-0.987427,2.587786,-4.374046,-1.587786,0,0,0
384.468,-0.19989,-0.066772,-0.989807,-0.21374,-3.076336,-1.282443,104.700005,94.200005,-70.200005
384.473,-0.194031,-0.043518,-0.951965,-2.923664,-1.129771,-1.007634,0,0,0
384.478,-0.203125,-0.023071,-0.966675,-4.419847,1.114504,-1.045802,105.300003,94.5,-71.400002
384.483,-0.209351,-0.029663,-1.038269,-4.832061,3.793893,-0.450382,0,0,0
384.488,-0.187378,-0.023987,-1.044373,-5.236641,6.29771,0.343511,105.450005,94.350006,-70.650002
384.493,-0.145691,0.003052,-0.973633,-4.908397,7.206107,0.473282,0,0,0
384.498,-0.131104,0.010681,-0.958252,-3.099237,6.503817,-0.694656,105.000008,93.900002,-71.100006
384.503,-0.141357,-0.005005,-0.994873,-1.083969,4.885496,-1.603053,0,0,0
384.508,-0.145203,-0.025024,-1.009766,0.022901,2.748092,-1.526718,104.700005,94.800003,-71.400002
384.513,-0.152954,-0.043518,-1.033875,-0.198473,0.725191,-1.137405,0,0,0
384.518,-0.164001,-0.052979,-1.049561,-1.709924,-0.824427,-0.862595,103.800003,93.900002,-70.200005
384.523,-0.164062,-0.03363,-1.005554,-3.496183,-1.938931,-0.648855,0,0,0
384.529,-0.191101,-0.008362,-0.997986,-3.59542,-2.19084,-1.045802,104.250008,93.150002,-70.350006
384.533,-0.191101,-0.008362,-0.997986,-3.59542,-2.19084,-1.045802,0,0,0
384.539,-0.114258,0.055481,-0.721497,-0.603053,-0.351145,-1.312977,105.600006,94.200005,-72
384.543,-0.114258,0.055481,-0.721497,-0.603053,-0.351145,-1.312977,0,0,0
384.548,-0.170288,0.0224,-0.843567,4.251908,1.053435,-3.381679,105.300003,93,-70.5
384.553,-0.258972,-0.113831,-1.2099,4.793893,3.122137,-2.40458,0,0,0
384.558,-0.210388,-0.120361,-1.181641,-0.312977,6.045802,0.755725,104.100006,93.600006,-70.5
384.564,-0.130249,-0.024414,-0.925964,-5.435114,7.022901,1.122137,0,0,0
384.568,-0.14856,-0.016602,-0.991516,-6.08397,5.854962,-0.763359,105.600006,93.600006,-72
384.573,-0.209167,-0.070129,-1.248474,-6.389313,4.198473,-0.801527,0,0,0
384.579,-0.107056,0.052673,-0.912292,-9.091603,1.580153,1.396947,103.650002,93.450005,-70.350006
384.583,-0.107056,0.052673,-0.912292,-9.091603,1.580153,1.396947,0,0,0
384.588,-0.102661,0.069092,-0.838379,-4.534351,-1.526718,-0.59542,104.100006,94.800003,-71.100006
384.593,-0.147278,0.023682,-0.913147,1.061069,-3.862595,-2.40458,0,0,0
384.598,-0.172729,-0.016174,-0.945679,4.076336,-4.427481,-2.51145,104.700005,93.900002,-71.100006
384.603,-0.178589,-0.048035,-0.954041,4.419847,-3.89313,-2.114504,105.000008,93,-70.800003
384.609,-0.19519,-0.070435,-0.983215,2.969466,-2.328244,-2.076336,0,0,0
384.613,-0.201111,-0.069824,-0.983582,-0.129771,-0.587786,-1.625954,104.250008,94.350006,-70.350006
384.618,-0.194458,-0.047485,-0.969849,-3.091603,1.610687,-1.10687,0,0,0
384.623,-0.193176,-0.02771,-0.987671,-5.122138,3.717557,-0.541985,105.000008,94.5,-70.5
384.628,-0.188477,-0.028809,-1.043152,-6.053435,5.61832,0.244275,0,0,0
384.634,-0.131348,0.015991,-0.957397,-5.305344,6.061069,0.045802,105.300003,93.300003,-70.5
384.639,-0.131653,0.01709,-0.963562,-2.816794,4.160306,-1.015267,0,0,0
384.643,-0.131653,0.01709,-0.963562,-2.816794,4.160306,-1.015267,103.500008,93.600006,-70.200005
384.649,-0.157166,-0.031311,-1.021606,0.541985,0.374046,-1.374046,0,0,0
384.653,-0.157166,-0.031311,-1.021606,0.541985,0.374046,-1.374046,103.800003,93.600006,-70.5
384.658,-0.168701,-0.046753,-1.030884,0.030534,-0.977099,-1.137405,0,0,0
384.663,-0.179443,-0.050354,-1.041992,-1.541985,-1.610687,-1.099237,104.100006,92.700005,-69.900002
384.668,-0.178162,-0.032837,-1.0047,-3.267176,-1.557252,-0.992366,0,0,0
384.673,-0.180603,-0.009033,-0.974487,-3.938931,-0.89313,-1.045802,103.200005,93.600006,-70.800003
384.678,-0.189209,-0.009155,-0.991577,-3.610687,0.19084,-0.946565,0,0,0
384.683,-0.181946,-0.009827,-0.987549,-3,1.503817,-0.633588,103.350006,94.050003,-70.650002
384.688,-0.105408,0.046143,-0.714172,-1.717557,2.099237,-0.877863,0,0,0
384.693,-0.093201,0.087097,-0.628418,4.08397,1.503817,-3.122137,103.500008,93.600006,-70.200005
384.698,-0.233765,-0.055786,-1.087097,8.511451,3.312977,-3.839695,0,0,0
384.703,-0.268677,-0.219727,-1.442139,3.587786,4.015267,0.503817,103.950005,94.950005,-70.050003
384.708,-0.156616,-0.09314,-1.076904,-5.030534,6.091603,2.694656,0,0,0
384.714,-0.109314,0.017395,-0.855652,-9.412213,4.145038,1.099237,104.250008,92.850006,-71.25
384.718,-0.197571,-0.034668,-1.148804,-8.19084,2.59542,-1.053435,0,0,0
384.723,-0.240112,-0.078918,-1.343506,-10.221375,0.916031,0.923664,104.100006,93.300003,-70.800003
384.728,-0.142761,0.027771,-1.017822,-12.21374,1.679389,2.839695,0,0,0
384.733,-0.079468,0.096436,-0.779907,-8.221375,0.465649,1.236641,105.150002,93.75,-70.350006
384.738,-0.10791,0.066895,-0.818726,-0.725191,-2.496183,-1.938931,0,0,0
384.743,-0.165955,0.004639,-0.931458,5.053435,-3.679389,-3.610687,104.400002,93.900002,-71.400002
384.748,-0.178711,-0.037659,-0.955078,6.89313,-3.580153,-3.083969,0,0,0
384.753,-0.183533,-0.060852,-0.963257,6.137404,-2.259542,-2.557252,104.400002,93.300003,-70.200005
384.758,-0.195984,-0.079773,-0.986145,3.145038,-1.091603,-2.290076,0,0,0
384.764,-0.196411,-0.073853,-0.9823,-0.931298,0.358779,-1.610687,103.950005,93.75,-70.350006
384.768,-0.190796,-0.040405,-0.956604,-4.51145,2.656489,-0.885496,0,0,0
384.773,-0.191223,-0.033691,-1.016541,-6.396946,4.80916,-0.038168,104.100006,92.700005,-70.800003
384.778,-0.184814,-0.035889,-1.077026,-7.648855,6.450382,0.877863,0,0,0
384.784,-0.141479,0.004089,-0.997437,-8.106871,6.862596,1.221374,105.000008,92.400002,-71.400002
384.788,-0.123108,0.036194,-0.938721,-6.076336,5.496183,0.335878,0,0,0
384.793,-0.140686,0.016724,-0.997559,-2.755725,2.877863,-0.801527,103.650002,94.050003,-70.350006
384.798,-0.151306,-0.016357,-1.028442,-0.183206,0.679389,-1.221374,0,0,0
384.803,-0.159424,-0.028992,-1.012146,0.992366,-1.061069,-1.465649,104.850006,94.350006,-70.050003
384.808,-0.182495,-0.055603,-1.056885,0.51145,-2.030534,-1.648855,0,0,0
384.813,-0.189148,-0.05072,-1.039185,-1.351145,-1.725191,-1.351145,104.550003,93.75,-69.75
384.818,-0.174683,-0.02063,-0.956543,-3.007634,-0.900763,-1,0,0,0
384.823,-0.173889,-0.00354,-0.920349,-3.305344,-0.045802,-1.022901,104.250008,93.75,-69.75
384.828,-0.101379,0.057251,-0.677551,-2.007634,0.137405,-1.381679,0,0,0
384.833,-0.139648,0.052246,-0.75,3.343511,0.832061,-3.435115,104.850006,93.75,-70.050003
384.838,-0.265808,-0.103333,-1.231689,5.251908,2.984733,-2.564885,0,0,0
384.843,-0.235901,-0.163757,-1.30835,-0.282443,5.038168,1.450382,105.300003,93.900002,-69.900002
384.848,-0.123535,-0.023132,-0.919373,-6.396946,6.427481,2.274809,0,0,0
384.853,-0.11554,0.024902,-0.863159,-6.984733,4.572519,-0.274809,104.100006,93.600006,-70.5
384.858,-0.232788,-0.07489,-1.282959,-5.053435,2.908397,-1.679389,0,0,0
384.863,-0.22937,-0.091675,-1.334534,-8.908397,1.664122,1.198473,103.800003,93.600006,-69.600006
384.868,-0.122925,0.029053,-0.966797,-11.145039,2.473282,2.450382,0,0,0
384.873,-0.080688,0.089355,-0.776062,-7.450382,0.015267,0.267176,104.400002,94.200005,-69.900002
384.878,-0.134705,0.047058,-0.890564,-0.725191,-3.206107,-2.503817,106.350006,93.75,-70.650002
384.883,-0.17334,-0.004333,-0.961182,3.656489,-3.961832,-2.870229,0,0,0
